"season","Cleaned_Team","playoffs","W","SRS","Pace","Rel.Pace","ORtg","Rel.ORtg","DRtg","Rel.DRtg","No_of_Awards"
"1986-87","Washington Bullets","Lost E. Conf. 1st Rnd.","42","-1.02","100.2","-0.6","105.7","-2.6","107","-1.3","0"
"1985-86","Washington Bullets","Lost E. Conf. 1st Rnd.","39","-1.28","99.1","-3","103","-4.2","104.8","-2.4","0"
"1984-85","Washington Bullets","Lost E. Conf. 1st Rnd.","40","0.15","100.3","-1.8","104.3","-3.6","104.6","-3.3","0"
"1983-84","Washington Bullets","Lost E. Conf. 1st Rnd.","35","-2.36","97.4","-4","104.2","-3.4","107.2","-0.4","0"
"1982-83","Washington Bullets","","42","0.2","99.4","-3.7","99.1","-5.6","99.3","-5.4","0"
"1981-82","Washington Bullets","Lost E. Conf. Semis","43","1.06","99.4","-1.5","103.3","-3.6","102.5","-4.4","0"
"1980-81","Washington Bullets","","39","0.42","102.4","0.6","102.7","-2.8","102.7","-2.8","0"
"1979-80","Washington Bullets","Lost E. Conf. 1st Rnd.","39","-2.27","102.6","-0.5","103.2","-2.1","105.7","0.4","0"
"1978-79","Washington Bullets","Lost Finals","54","4.75","106.5","0.7","107.4","3.6","102.7","-1.1","0"
"1977-78","Washington Bullets","Won Finals","44","0.82","108.1","1.4","101.3","0.4","100.5","-0.4","0"
"1976-77","Washington Bullets","Lost E. Conf. Semis","48","0.9","105.9","-0.6","99.3","-0.2","98.4","-1.1","0"
"1975-76","Washington Bullets","Lost E. Conf. Semis","48","2.2","104.3","-1.2","97.5","-0.8","95.3","-3","0"
"1974-75","Washington Bullets","Lost Finals","60","6.53","106.1","1.6","98","0.3","91.3","-6.4","0"
"1973-74","Capital Bullets","Lost E. Conf. Semis","47","1.19","106.3","-1.5","95.6","-2.1","94.2","-3.5","0"
"1972-73","Baltimore Bullets","Lost E. Conf. Semis","52","2.85","108.7","-2","96.3","-0.5","93.3","-3.5","0"
"1971-72","Baltimore Bullets","Lost E. Conf. Semis","38","-1.26","110.5","-1.5","96.5","-1.4","97.6","-0.3","0"
"1970-71","Baltimore Bullets","Lost Finals","42","0.91","116.5","1.4","96.2","-1","95.7","-1.5","0"
"1969-70","Baltimore Bullets","Lost E. Div. Semis","50","1.94","121","3.9","98.7","-0.3","96.9","-2.1","0"
"1966-67","Baltimore Bullets","","20","-5.87","123","1.4","93.4","-2.7","98.6","2.5","0"
"1965-66","Baltimore Bullets","Lost W. Div. Semis","38","-1.06","123.1","1.7","95.8","0.9","96.8","1.9","0"
"1964-65","Baltimore Bullets","Lost W. Div. Finals","37","-1.97","116.2","-1.1","96.8","3.2","98.7","5.1","0"
"1963-64","Baltimore Bullets","","31","-1.59","117","3.8","95","0.4","96.6","2","0"
"1962-63","Chicago Zephyrs","","25","-3.63","112.2","-2.8","97.5","1.6","101.1","5.2","0"
"1961-62","Chicago Packers","","18","-7.54","122.9","1.6","90","-3.6","96.9","3.3","0"
"2022-23","Miami Heat","","4","0.19","97.6","-2.1","111.7","-0.4","112.7","0.6","0"
"2020-21","Miami Heat","Lost E. Conf. 1st Rnd.","40","-0.06","96.6","-2.6","111.2","-1.1","111.2","-1.1","0"
"2019-20","Miami Heat","Lost Finals","44","2.59","98.3","-2","112.5","1.9","109.5","-1.1","0"
"2018-19","Miami Heat","","39","-0.45","98.2","-1.8","107.3","-3.1","107.6","-2.8","0"
"2017-18","Miami Heat","Lost E. Conf. 1st Rnd.","44","0.15","95.6","-1.7","106.8","-1.8","106.3","-2.3","0"
"2016-17","Miami Heat","","41","0.77","95.2","-1.2","107.8","-1","106.7","-2.1","0"
"2015-16","Miami Heat","Lost E. Conf. Semis","48","1.5","93.6","-2.2","106.1","-0.3","104.4","-2","0"
"2014-15","Miami Heat","","37","-2.92","90.9","-3","103.9","-1.7","106.7","1.1","0"
"2013-14","Miami Heat","Lost Finals","54","4.15","91.2","-2.7","110.9","4.2","105.8","-0.9","0"
"2010-11","Miami Heat","Lost Finals","58","6.76","90.9","-1.2","111.7","4.4","103.5","-3.8","0"
"2009-10","Miami Heat","Lost E. Conf. 1st Rnd.","47","1.99","89.6","-3.1","106.6","-1","104.1","-3.5","0"
"2008-09","Miami Heat","Lost E. Conf. 1st Rnd.","43","0.49","89.9","-1.8","107.8","-0.5","107.6","-0.7","0"
"2007-08","Miami Heat","","15","-8.53","90.2","-2.2","100.5","-7","110","2.5","0"
"2006-07","Miami Heat","Lost E. Conf. 1st Rnd.","44","-1.21","89.9","-2","104.3","-2.2","105.3","-1.2","0"
"2005-06","Miami Heat","Won Finals","52","3.59","91.6","1.1","108.7","2.5","104.5","-1.7","0"
"2004-05","Miami Heat","Lost E. Conf. Finals","59","5.77","90.8","-0.1","110.2","4.1","103.1","-3","0"
"2003-04","Miami Heat","Lost E. Conf. Semis","42","-0.13","88","-2.1","102.2","-0.7","101.7","-1.2","0"
"2002-03","Miami Heat","","25","-5.13","87.8","-3.2","96.7","-6.9","102.4","-1.2","0"
"2001-02","Miami Heat","","36","-1.84","87.4","-3.3","98.5","-6","100.2","-4.3","0"
"2000-01","Miami Heat","Lost E. Conf. 1st Rnd.","50","1.73","87.1","-4.2","101.1","-1.9","98.5","-4.5","0"
"1997-98","Miami Heat","Lost E. Conf. 1st Rnd.","55","5.09","87.9","-2.4","107.6","2.6","102","-3","0"
"1995-96","Miami Heat","Lost E. Conf. 1st Rnd.","42","1.46","91.1","-0.7","105.3","-2.3","103.8","-3.8","0"
"1994-95","Miami Heat","","32","-1.85","92.9","0","108.2","-0.1","109.9","1.6","0"
"1993-94","Miami Heat","Lost E. Conf. 1st Rnd.","42","2.4","93.8","-1.3","109.5","3.2","106.7","0.4","0"
"1992-93","Miami Heat","","36","-0.93","94.6","-2.2","107.7","-0.3","108.9","0.9","0"
"1991-92","Miami Heat","Lost E. Conf. 1st Rnd.","38","-3.94","97.7","1.1","106.7","-1.5","110.9","2.7","0"
"1990-91","Miami Heat","","24","-5.91","99.3","1.5","102","-5.9","108.1","0.2","0"
"1988-89","Miami Heat","","15","-11.13","99.1","-1.5","97.8","-10","109","1.2","0"
"2022-23","Charlotte Hornets","","3","-2.35","101.2","1.5","109.2","-2.9","110.3","-1.8","0"
"2021-22","Charlotte Hornets","","43","0.53","100","1.8","114.1","2.1","113.7","1.7","0"
"2020-21","Charlotte Hornets","","33","-1.94","98.3","-0.9","110.9","-1.4","112.8","0.5","0"
"2019-20","Charlotte Hornets","","23","-7.03","95.8","-4.5","106.3","-4.3","113.3","2.7","0"
"2018-19","Charlotte Hornets","","39","-1.32","98.7","-1.3","111.4","1","112.5","2.1","0"
"2017-18","Charlotte Hornets","","36","0.07","98.4","1.1","109.4","0.8","109.1","0.5","0"
"2016-17","Charlotte Hornets","","36","-0.07","95.7","-0.7","108.8","0","108.6","-0.2","0"
"2015-16","Charlotte Hornets","Lost E. Conf. 1st Rnd.","48","2.36","95.7","-0.1","107.1","0.7","104.3","-2.1","0"
"2014-15","Charlotte Hornets","","33","-3.44","93","-0.9","100.1","-5.5","103.5","-2.1","0"
"2013-14","Charlotte Bobcats","Lost E. Conf. 1st Rnd.","43","-0.89","92.4","-1.5","103.6","-3.1","103.8","-2.9","0"
"2012-13","Charlotte Bobcats","","21","-9.29","91.5","-0.5","101.5","-4.4","111.5","5.6","0"
"2011-12","Charlotte Bobcats","","7","-13.96","91.1","-0.2","95.2","-9.4","110.4","5.8","0"
"2010-11","Charlotte Bobcats","","34","-4.08","89.6","-2.5","103.4","-3.9","107.8","0.5","0"
"2009-10","Charlotte Bobcats","Lost E. Conf. 1st Rnd.","44","1.3","90.4","-2.3","104.4","-3.2","102.8","-4.8","0"
"2008-09","Charlotte Bobcats","","35","-1.2","88.3","-3.4","104.7","-3.6","106.1","-2.2","0"
"2007-08","Charlotte Bobcats","","32","-4.49","91.8","-0.6","104.6","-2.9","109.4","1.9","0"
"2006-07","Charlotte Bobcats","","33","-3.97","92","0.1","103.6","-2.9","107.6","1.1","0"
"2005-06","Charlotte Bobcats","","26","-3.9","93.4","2.9","102.5","-3.7","106.7","0.5","0"
"2004-05","Charlotte Bobcats","","18","-6.15","92.3","1.4","101.1","-5","107.5","1.4","0"
"2001-02","Charlotte Hornets","Lost E. Conf. Semis","44","0.57","89.7","-1","104.3","-0.2","103.3","-1.2","0"
"2000-01","Charlotte Hornets","Lost E. Conf. Semis","46","1.45","89.4","-1.9","101.8","-1.2","99.5","-3.5","0"
"1999-00","Charlotte Hornets","Lost E. Conf. 1st Rnd.","49","2.33","93.9","0.8","104.3","0.2","101.4","-2.7","0"
"1998-99","Charlotte Hornets","","26","0.63","89.7","0.8","102.3","0.1","102.4","0.2","0"
"1997-98","Charlotte Hornets","Lost E. Conf. Semis","51","2.45","89.4","-0.9","107.5","2.5","105.3","0.3","0"
"1996-97","Charlotte Hornets","Lost E. Conf. 1st Rnd.","54","2.13","88.6","-1.5","110.9","4.2","108.9","2.2","0"
"1995-96","Charlotte Hornets","","41","-0.48","91.6","-0.2","111.2","3.6","111.8","4.2","0"
"1994-95","Charlotte Hornets","Lost E. Conf. 1st Rnd.","50","2.87","91.2","-1.7","109.6","1.3","106.1","-2.2","0"
"1993-94","Charlotte Hornets","","41","-0.23","97.5","2.4","108.4","2.1","108.6","2.3","0"
"1992-93","Charlotte Hornets","Lost E. Conf. Semis","44","-0.02","100.2","3.4","109.5","1.5","109.7","1.7","0"
"1991-92","Charlotte Hornets","","31","-3.57","101.7","5.1","107.1","-1.1","110.9","2.7","0"
"1990-91","Charlotte Hornets","","26","-4.95","97.3","-0.5","105","-2.9","110.4","2.5","0"
"1989-90","Charlotte Hornets","","19","-7","98.1","-0.2","102","-6.1","109.9","1.8","0"
"1988-89","Charlotte Hornets","","20","-7.74","100.3","-0.3","103.7","-4.1","112.1","4.3","0"
"2022-23","Orlando Magic","","1","-3.23","99.1","-0.6","106.8","-5.3","112","-0.1","0"
"2021-22","Orlando Magic","","22","-7.67","99.2","1","104.5","-7.5","112.5","0.5","0"
"2020-21","Orlando Magic","","21","-9.02","98.7","-0.5","105.1","-7.2","114.5","2.2","0"
"2019-20","Orlando Magic","Lost E. Conf. 1st Rnd.","33","-0.93","98.6","-1.7","108.5","-2.1","109.5","-1.1","0"
"2018-19","Orlando Magic","Lost E. Conf. 1st Rnd.","42","0.28","98.1","-1.9","108.9","-1.5","108.1","-2.3","0"
"2017-18","Orlando Magic","","25","-4.92","98.1","0.8","105.2","-3.4","110.1","1.5","0"
"2016-17","Orlando Magic","","29","-6.61","96.8","0.4","103.7","-5.1","110.5","1.7","0"
"2015-16","Orlando Magic","","35","-1.68","96","0.2","105.1","-1.3","106.8","0.4","0"
"2014-15","Orlando Magic","","25","-5.87","93.8","-0.1","101.6","-4","107.7","2.1","0"
"2013-14","Orlando Magic","","23","-5.88","93.6","-0.3","101.7","-5","107.4","0.7","0"
"2012-13","Orlando Magic","","20","-7.12","92.2","0.2","101.6","-4.3","109.1","3.2","0"
"2006-07","Orlando Magic","Lost E. Conf. 1st Rnd.","40","0.35","89.9","-2","104.9","-1.6","104.1","-2.4","0"
"2005-06","Orlando Magic","","36","-1.26","88.3","-2.2","106.3","0.1","107.5","1.3","0"
"2004-05","Orlando Magic","","36","-2.52","94.7","3.8","104.9","-1.2","107.3","1.2","0"
"2003-04","Orlando Magic","","21","-7.25","90.8","0.7","102.7","-0.2","110.4","7.5","0"
"2002-03","Orlando Magic","Lost E. Conf. 1st Rnd.","42","-0.39","93.1","2.1","105.2","1.6","105","1.4","0"
"2001-02","Orlando Magic","Lost E. Conf. 1st Rnd.","44","1.25","93.2","2.5","107","2.5","105.3","0.8","0"
"1999-00","Orlando Magic","","41","0.43","97.3","4.2","102.4","-1.7","101.7","-2.4","0"
"1997-98","Orlando Magic","","41","-0.53","87.1","-3.2","102.6","-2.4","103.8","-1.2","0"
"1996-97","Orlando Magic","Lost E. Conf. 1st Rnd.","45","-0.07","88.3","-1.8","105.6","-1.1","106","-0.7","0"
"1995-96","Orlando Magic","Lost E. Conf. Finals","60","5.4","91.8","0","112.9","5.3","106.9","-0.7","0"
"1994-95","Orlando Magic","Lost Finals","57","6.44","95.1","2.2","115.1","6.8","107.8","-0.5","0"
"1993-94","Orlando Magic","Lost E. Conf. 1st Rnd.","50","3.68","95.2","0.1","110.8","4.5","106.7","0.4","0"
"1991-92","Orlando Magic","","21","-6.52","98","1.4","103.5","-4.7","110.5","2.3","0"
"1989-90","Orlando Magic","","18","-8.73","104.1","5.8","105.8","-2.3","114.3","6.2","0"
"2022-23","Portland Trail Blazers","","5","1.04","98.5","-1.2","114.1","2","110.7","-1.4","0"
"2021-22","Portland Trail Blazers","","27","-8.55","98.3","0.1","107.8","-4.2","116.9","4.9","0"
"2020-21","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","42","1.81","98.4","-0.8","117.8","5.5","116","3.7","0"
"2019-20","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","35","-0.61","100.7","0.4","113.7","3.1","114.8","4.2","0"
"2018-19","Portland Trail Blazers","Lost W. Conf. Finals","53","4.43","99.1","-0.9","114.7","4.3","110.5","0.1","0"
"2017-18","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","49","2.6","96.5","-0.8","109.1","0.5","106.4","-2.2","0"
"2016-17","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","41","-0.23","96.7","0.3","110.3","1.5","110.8","2","0"
"2014-15","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","51","4.41","94.2","0.3","108.2","2.6","103.7","-1.9","0"
"2013-14","Portland Trail Blazers","Lost W. Conf. Semis","54","4.44","94.9","1","111.5","4.8","107.4","0.7","0"
"2011-12","Portland Trail Blazers","","28","-0.22","91.2","-0.1","105.7","1.1","106.4","1.8","0"
"2010-11","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","48","1.85","87.9","-4.2","108.8","1.5","107.1","-0.2","0"
"2009-10","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","50","3.18","87.7","-5","110.8","3.2","107.1","-0.5","0"
"2008-09","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","54","5","86.6","-5.1","113.9","5.6","107.8","-0.5","0"
"2007-08","Portland Trail Blazers","","41","-0.52","87.9","-4.5","107.3","-0.2","108.4","0.9","0"
"2005-06","Portland Trail Blazers","","21","-8.91","87.6","-2.9","101.1","-5.1","111.9","5.7","0"
"2004-05","Portland Trail Blazers","","27","-3.45","89.8","-1.1","103.2","-2.9","107.7","1.6","0"
"2002-03","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","50","2.97","89.4","-1.6","105.5","1.9","102.6","-1","0"
"2001-02","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","49","3.21","89.3","-1.4","107.4","2.9","104","-0.5","0"
"2000-01","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","50","4.52","89.1","-2.2","106.5","3.5","101.8","-1.2","0"
"1999-00","Portland Trail Blazers","Lost W. Conf. Finals","59","6.36","89.9","-3.2","107.9","3.8","100.8","-3.3","0"
"1998-99","Portland Trail Blazers","Lost W. Conf. Finals","35","5.67","89.2","0.3","104.8","2.6","97.7","-4.5","0"
"1997-98","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","46","0.83","90","-0.3","104","-1","102.4","-2.6","0"
"1996-97","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","49","3.56","90.9","0.8","107.9","1.2","103.3","-3.4","0"
"1995-96","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","44","2.21","92.6","0.8","106","-1.6","103.5","-4.1","0"
"1994-95","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","44","3.8","93.8","0.9","109.7","1.4","105.7","-2.6","0"
"1993-94","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","47","2.6","98.8","3.7","108.1","1.8","105.5","-0.8","0"
"1991-92","Portland Trail Blazers","Lost Finals","57","6.94","99","2.4","111.4","3.2","104.2","-4","0"
"1990-91","Portland Trail Blazers","Lost W. Conf. Finals","63","8.47","100.5","2.7","112.8","4.9","104.3","-3.6","0"
"1989-90","Portland Trail Blazers","Lost Finals","59","6.48","102.3","4","110.5","2.4","104.4","-3.7","0"
"1988-89","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","39","0.92","103.9","3.3","109.4","1.6","108","0.2","0"
"1986-87","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","49","2.57","105","4.2","111.5","3.2","108.6","0.3","0"
"1985-86","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","40","0.61","104.5","2.4","109.2","2","108.2","1","0"
"1984-85","Portland Trail Blazers","Lost W. Conf. Semis","42","2.8","103.5","1.4","110.4","2.5","107.2","-0.7","0"
"1983-84","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","48","3.13","101.1","-0.3","111.2","3.6","107.7","0.1","0"
"1982-83","Portland Trail Blazers","Lost W. Conf. Semis","46","1.88","101","-2.1","106","1.3","103.9","-0.8","0"
"1981-82","Portland Trail Blazers","","42","0.39","100.5","-0.4","108.8","1.9","108.2","1.3","0"
"1980-81","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","45","0.52","103","1.2","106.5","1","105.7","0.2","0"
"1979-80","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","38","-0.87","98.6","-4.5","103.4","-1.9","104.3","-1","0"
"1978-79","Portland Trail Blazers","Lost W. Conf. 1st Rnd.","45","1.12","103.4","-2.4","104.3","0.5","103.1","-0.7","0"
"1976-77","Portland Trail Blazers","Won Finals","49","5.39","108","1.5","103.2","3.7","98","-1.5","0"
"1975-76","Portland Trail Blazers","","37","-1.11","107.7","2.2","96.4","-1.9","97.6","-0.7","0"
"1974-75","Portland Trail Blazers","","38","0.27","104.7","0.2","98.1","0.4","97.7","0","0"
"1973-74","Portland Trail Blazers","","27","-4.3","108.5","0.7","98.2","0.5","102.6","4.9","0"
"1972-73","Portland Trail Blazers","","21","-5.67","110.4","-0.3","95.9","-0.9","101.5","4.7","0"
"2022-23","Utah Jazz","","6","0.93","100.1","0.4","112.9","0.8","109.8","-2.3","0"
"2021-22","Utah Jazz","Lost W. Conf. 1st Rnd.","49","5.67","97.1","-1.1","116.7","4.7","110.5","-1.5","0"
"2020-21","Utah Jazz","Lost W. Conf. Semis","52","8.97","98.5","-0.7","117.6","5.3","108.3","-4","0"
"2019-20","Utah Jazz","Lost W. Conf. 1st Rnd.","44","2.52","98.6","-1.7","112.3","1.7","109.9","-0.7","0"
"2018-19","Utah Jazz","Lost W. Conf. 1st Rnd.","50","5.28","100.3","0.3","110.9","0.5","105.7","-4.7","0"
"2017-18","Utah Jazz","Lost W. Conf. Semis","48","4.47","95.7","-1.6","108.4","-0.2","103.9","-4.7","0"
"2016-17","Utah Jazz","Lost W. Conf. Semis","51","4","91.6","-4.8","109.6","0.8","105.3","-3.5","0"
"2015-16","Utah Jazz","","40","1.84","91","-4.8","105.9","-0.5","103.9","-2.5","0"
"2014-15","Utah Jazz","","38","0.71","90.4","-3.5","105.1","-0.5","104.9","-0.7","0"
"2013-14","Utah Jazz","","25","-6.27","91.4","-2.5","103.5","-3.2","111.3","4.6","0"
"2012-13","Utah Jazz","","43","0.3","90.9","-1.1","106.7","0.8","106.8","0.9","0"
"2011-12","Utah Jazz","Lost W. Conf. 1st Rnd.","36","0.92","91.4","0.1","106.8","2.2","106.1","1.5","0"
"2010-11","Utah Jazz","","39","-1.44","91","-1.1","108.1","0.8","110.1","2.8","0"
"2009-10","Utah Jazz","Lost W. Conf. Semis","53","5.33","93.8","1.1","110.7","3.1","105","-2.6","0"
"2008-09","Utah Jazz","Lost W. Conf. 1st Rnd.","48","2.31","93.1","1.4","110.1","1.8","107.3","-1","0"
"2007-08","Utah Jazz","Lost W. Conf. Semis","54","6.86","93.2","0.8","113.8","6.3","106.5","-1","0"
"2006-07","Utah Jazz","Lost W. Conf. Finals","51","3.06","91.6","-0.3","110.1","3.6","107","0.5","0"
"2005-06","Utah Jazz","","41","-2.49","87.8","-2.7","104.1","-2.1","107","0.8","0"
"2004-05","Utah Jazz","","26","-3.74","88.4","-2.5","104.7","-1.4","109.5","3.4","0"
"2003-04","Utah Jazz","","42","-0.53","86.6","-3.5","101.9","-1","103.3","0.4","0"
"2002-03","Utah Jazz","Lost W. Conf. 1st Rnd.","47","2.76","89.3","-1.7","105.5","1.9","102.8","-0.8","0"
"2001-02","Utah Jazz","Lost W. Conf. 1st Rnd.","44","1.21","90.3","-0.4","105.6","1.1","104.6","0.1","0"
"2000-01","Utah Jazz","Lost W. Conf. 1st Rnd.","53","5","89.8","-1.5","107.6","4.6","102.4","-0.6","0"
"1999-00","Utah Jazz","Lost W. Conf. Semis","55","4.52","89.6","-3.5","107.3","3.2","102.3","-1.8","0"
"1998-99","Utah Jazz","Lost W. Conf. Semis","37","5.54","87","-1.9","105.8","3.6","98.4","-3.8","0"
"1997-98","Utah Jazz","Lost Finals","62","5.73","89.2","-1.1","112.7","7.7","105.4","0.4","0"
"1996-97","Utah Jazz","Lost Finals","64","7.97","90","-0.1","113.6","6.9","104","-2.7","0"
"1995-96","Utah Jazz","Lost W. Conf. Finals","55","6.25","90","-1.8","113.3","5.7","106.1","-1.5","0"
"1994-95","Utah Jazz","Lost W. Conf. 1st Rnd.","60","7.76","92.6","-0.3","114.3","6","105.7","-2.6","0"
"1993-94","Utah Jazz","Lost W. Conf. Finals","53","4.1","93.1","-2","108.6","2.3","104.1","-2.2","0"
"1992-93","Utah Jazz","Lost W. Conf. 1st Rnd.","47","1.74","96.5","-0.3","109.6","1.6","107.4","-0.6","0"
"1991-92","Utah Jazz","Lost W. Conf. Finals","55","5.7","95.5","-1.1","112.2","4","105.6","-2.6","0"
"1990-91","Utah Jazz","Lost W. Conf. Semis","54","3.18","95.3","-2.5","108.6","0.7","105.1","-2.8","0"
"1989-90","Utah Jazz","Lost W. Conf. 1st Rnd.","55","4.82","96.1","-2.2","110.3","2.2","105.4","-2.7","0"
"1988-89","Utah Jazz","Lost W. Conf. 1st Rnd.","51","4.01","98","-2.6","106.6","-1.2","101.5","-6.3","0"
"1987-88","Utah Jazz","Lost W. Conf. Semis","47","2.96","101.5","1.9","106.8","-1.2","103.1","-4.9","0"
"1986-87","Utah Jazz","Lost W. Conf. 1st Rnd.","44","0.04","103.2","2.4","104.1","-4.2","103.7","-4.6","0"
"1985-86","Utah Jazz","Lost W. Conf. 1st Rnd.","42","-0.67","103.3","1.2","104.2","-3","104.6","-2.6","0"
"1984-85","Utah Jazz","Lost W. Conf. Semis","41","-0.33","105.1","3","103.3","-4.6","103.4","-4.5","0"
"1983-84","Utah Jazz","Lost W. Conf. Semis","45","0.81","104.9","3.5","109","1.4","108","0.4","0"
"1982-83","Utah Jazz","","30","-4.22","107.3","4.2","101.2","-3.5","105.1","0.4","0"
"1981-82","Utah Jazz","","25","-5.63","103.9","3","106.2","-0.7","111.7","4.8","0"
"1980-81","Utah Jazz","","28","-5.99","97.7","-4.1","103.4","-2.1","109.4","3.9","0"
"1979-80","Utah Jazz","","24","-5.71","97.6","-5.5","104.2","-1.1","110.4","5.1","0"
"1978-79","New Orleans Jazz","","26","-5.97","108.6","2.8","99.6","-4.2","105.4","1.6","0"
"1977-78","New Orleans Jazz","","39","-1.8","108.3","1.6","98.9","-2","100.6","-0.3","0"
"1976-77","New Orleans Jazz","","35","-2.68","107.2","0.7","97","-2.5","99.7","0.2","0"
"1975-76","New Orleans Jazz","","38","-0.74","106.7","1.2","96.6","-1.7","97.4","-0.9","0"
"1974-75","New Orleans Jazz","","23","-7.3","109.4","4.9","92.5","-5.2","99.7","2","0"
"2022-23","Oklahoma City Thunder","","4","-0.09","102","2.3","109","-3.1","107.1","-5","0"
"2021-22","Oklahoma City Thunder","","24","-7.9","98.5","0.3","104.6","-7.4","112.8","0.8","0"
"2020-21","Oklahoma City Thunder","","22","-10.13","101","1.8","103.5","-8.8","114","1.7","0"
"2019-20","Oklahoma City Thunder","Lost W. Conf. 1st Rnd.","44","2.33","98.8","-1.5","110.8","0.2","108.8","-1.8","0"
"2018-19","Oklahoma City Thunder","Lost W. Conf. 1st Rnd.","49","3.56","102.8","2.8","110.3","-0.1","107","-3.4","0"
"2017-18","Oklahoma City Thunder","Lost W. Conf. 1st Rnd.","48","3.42","96.7","-0.6","110.7","2.1","107.2","-1.4","0"
"2015-16","Oklahoma City Thunder","Lost W. Conf. Finals","55","7.09","96.7","0.9","113.1","6.7","105.6","-0.8","0"
"2014-15","Oklahoma City Thunder","","45","2.47","95.7","1.8","107.8","2.2","105.5","-0.1","0"
"2012-13","Oklahoma City Thunder","Lost W. Conf. Semis","60","9.15","93.3","1.3","112.4","6.5","102.6","-3.3","0"
"2010-11","Oklahoma City Thunder","Lost W. Conf. Finals","55","3.81","92.7","0.6","111.2","3.9","107.2","-0.1","0"
"2009-10","Oklahoma City Thunder","Lost W. Conf. 1st Rnd.","50","3.55","93.1","0.4","108.3","0.7","104.6","-3","0"
"2008-09","Oklahoma City Thunder","","23","-6.04","93.6","1.9","102.9","-5.4","109.4","1.1","0"
"2006-07","Seattle SuperSonics","","31","-2.45","91.8","-0.1","107.2","0.7","110.3","3.8","0"
"2005-06","Seattle SuperSonics","","35","-2.88","91.6","1.1","111.1","4.9","114.4","8.2","0"
"2004-05","Seattle SuperSonics","Lost W. Conf. Semis","52","2.59","87.9","-3","112.2","6.1","109.6","3.5","0"
"2003-04","Seattle SuperSonics","","37","0.02","89.9","-0.2","107.3","4.4","108","5.1","0"
"2002-03","Seattle SuperSonics","","40","0.37","88","-3","103.7","0.1","103.9","0.3","0"
"2001-02","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","45","3.24","89","-1.7","108.9","4.4","105.6","1.1","0"
"2000-01","Seattle SuperSonics","","44","0.55","91.6","0.3","105.6","2.6","105.6","2.6","0"
"1999-00","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","45","1.17","93.4","0.3","105.6","1.5","104.6","0.5","0"
"1998-99","Seattle SuperSonics","","25","-1.43","89.6","0.7","105","2.8","106.2","4","0"
"1997-98","Seattle SuperSonics","Lost W. Conf. Semis","61","6.33","89.8","-0.5","111.6","6.6","103.6","-1.4","0"
"1996-97","Seattle SuperSonics","Lost W. Conf. Semis","57","6.91","90.3","0.2","111.2","4.5","102.7","-4","0"
"1994-95","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","57","7.91","95.5","2.6","114.8","6.5","106.3","-2","0"
"1993-94","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","63","8.68","95.1","0","111.1","4.8","101.5","-4.8","0"
"1992-93","Seattle SuperSonics","Lost W. Conf. Finals","55","6.66","96","-0.8","112.3","4.3","104.9","-3.1","0"
"1991-92","Seattle SuperSonics","Lost W. Conf. Semis","47","1.86","95.4","-1.2","110.7","2.5","108.8","0.6","0"
"1990-91","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","41","1.31","96.2","-1.6","109.7","1.8","108.5","0.6","0"
"1989-90","Seattle SuperSonics","","41","1.4","95.3","-3","110.9","2.8","109.8","1.7","0"
"1988-89","Seattle SuperSonics","Lost W. Conf. Semis","47","2.44","100.1","-0.5","111.5","3.7","108.6","0.8","0"
"1987-88","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","44","1.29","100.2","0.6","110.2","2.2","108.1","0.1","0"
"1985-86","Seattle SuperSonics","","31","-0.47","97.4","-4.7","105.9","-1.3","106","-1.2","0"
"1984-85","Seattle SuperSonics","","31","-5.44","99.3","-2.8","102.8","-5.1","108.2","0.3","0"
"1983-84","Seattle SuperSonics","Lost W. Conf. 1st Rnd.","42","-0.34","99.7","-1.7","107.9","0.3","108.1","0.5","0"
